iter	MultiClass
200	0.03601990524
201	0.03581573417
202	0.03563313396
203	0.03545656247
204	0.03529303975
205	0.0350591304
206	0.03486369669
207	0.03464101709
208	0.03436654698
209	0.03421019634
210	0.03392215752
211	0.03372726591
212	0.03352046687
213	0.03333666064
214	0.03319984099
215	0.03290688847
216	0.03266975921
217	0.03251422697
218	0.03231169442
219	0.03215987176
220	0.0320041519
221	0.03181945881
222	0.031656078
223	0.03146928068
224	0.03129221172
225	0.03109577916
226	0.03095515234
227	0.03079461059
228	0.03069386571
229	0.03056725455
230	0.03042233969
231	0.03027102269
232	0.03011904643
233	0.02994086293
234	0.02976051619
235	0.0296282052
236	0.02948655023
237	0.02935296489
238	0.02923542891
239	0.02909922841
240	0.02896152232
241	0.02886455577
242	0.02874977114
243	0.02860708048
244	0.02846238009
245	0.02835317622
246	0.02819527999
247	0.02809443393
248	0.02794023675
249	0.02780571216
250	0.02764794082
251	0.02750494209
252	0.02738596737
253	0.02725456544
254	0.0271324868
255	0.02705211437
256	0.02692987821
257	0.02682487501
258	0.02669080821
259	0.02658233028
260	0.0264710582
261	0.02633600266
262	0.02624818228
263	0.02610671646
264	0.02601576223
265	0.02593223774
266	0.02581206219
267	0.02570478512
268	0.0256361036
269	0.02550075073
270	0.02542073354
271	0.02528647518
272	0.02518743445
273	0.02510386317
274	0.02502047443
275	0.0249021864
276	0.02478319995
277	0.02466113921
278	0.02457939327
279	0.02450526319
280	0.02438453438
281	0.02421029862
282	0.02411838002
283	0.02403427627
284	0.023980038
285	0.02388600325
286	0.02376913891
287	0.02366458044
288	0.0235666619
289	0.02345052891
290	0.02333012208
291	0.02321927471
292	0.02313024091
293	0.02302442734
294	0.02292483423
295	0.02284841756
296	0.02277791015
297	0.02266927446
298	0.02257952915
299	0.02248704299
300	0.0224236538
301	0.02233582365
302	0.02226079826
303	0.02218000196
304	0.02209145845
305	0.02201797026
306	0.0219617686
307	0.02187699302
308	0.02181989918
309	0.0217562201
310	0.02167753467
311	0.02159680013
312	0.02153928583
313	0.02142539094
314	0.02133817825
315	0.02126802922
316	0.02120500274
317	0.02113782567
318	0.02106317953
319	0.02099792892
320	0.02091332666
321	0.02085392798
322	0.02076327495
323	0.02065690382
324	0.02059579056
325	0.02053742006
326	0.02047161249
327	0.02040631736
328	0.02032048463
329	0.02024636714
330	0.02017833824
331	0.02009784422
332	0.02001786642
333	0.01993584851
334	0.0198902452
335	0.01982043487
336	0.01976672408
337	0.0197071905
338	0.0196464867
339	0.01957311789
340	0.01952781499
341	0.01946712158
342	0.01939858547
343	0.01932421106
344	0.01926233906
345	0.01920409092
346	0.01911007349
347	0.01904732021
348	0.01897377884
349	0.01891363253
350	0.01884739128
351	0.01878765586
352	0.01872827557
353	0.01866856336
354	0.01859012792
355	0.01854104011
356	0.01848206416
357	0.01843048791
358	0.01835416829
359	0.01829861461
360	0.0182386218
361	0.01818321318
362	0.01813184691
363	0.01807933722
364	0.01801766751
365	0.01794805321
366	0.01787771332
367	0.01782490181
368	0.01776563798
369	0.01769487236
370	0.01763200828
371	0.01759449215
372	0.01755146148
373	0.01749282546
374	0.01743220551
375	0.01737298037
376	0.01731992201
377	0.01727736056
378	0.0172331326
379	0.01719306692
380	0.0171457379
381	0.01710982287
382	0.01705740142
383	0.0170145787
384	0.01698012091
385	0.01692266257
386	0.01687274998
387	0.01682908107
388	0.01677187073
389	0.01671777674
390	0.01667068419
391	0.01661463229
392	0.01655895412
393	0.0165047701
394	0.01645664194
395	0.01640816449
396	0.01636190505
397	0.01629720856
398	0.01625292876
399	0.01620046058
400	0.01615439854
401	0.01611282095
402	0.0160618239
403	0.01603036907
404	0.01598321034
405	0.01593944726
406	0.01589344234
407	0.01585027547
408	0.01579929011
409	0.01575971346
410	0.01571425316
411	0.01567351831
412	0.01561931676
413	0.01557721562
414	0.01554078671
415	0.01549620581
416	0.01541872478
417	0.01538548423
418	0.01533741667
419	0.01529273782
420	0.01527010013
421	0.01522977562
422	0.01518474384
423	0.01514792603
424	0.01509068257
425	0.01505566179
426	0.01501459033
427	0.01497966751
428	0.01495433941
429	0.01491462887
430	0.0148728669
431	0.0148409667
432	0.0148051778
433	0.01476892357
434	0.01473165566
435	0.01469005669
436	0.01465323953
437	0.01460804703
438	0.01457850145
439	0.01453008048
440	0.01449048326
441	0.01446043611
442	0.01443094617
443	0.01440262164
444	0.0143481218
445	0.01431395963
446	0.01428124522
447	0.01424971712
448	0.0142144381
449	0.01418525855
450	0.01414850041
451	0.01412321651
452	0.01408925015
453	0.01404465371
454	0.01400549688
455	0.01396737321
456	0.01392741654
457	0.01390475164
458	0.01388160265
459	0.01385436974
460	0.01381758521
461	0.01379232973
462	0.01376922066
463	0.01373170052
464	0.01369998491
465	0.01367372798
466	0.01365008041
467	0.013616123
468	0.01358499983
469	0.01355604892
470	0.01352691529
471	0.01349561341
472	0.01347185491
473	0.01344295728
474	0.01341523354
475	0.01338717495
476	0.01335036221
477	0.01331220096
478	0.01328431052
479	0.01324327055
480	0.0132046277
481	0.01317392511
482	0.01314536759
483	0.01309648972
484	0.01306710701
485	0.01304242944
486	0.01301727456
487	0.01299242067
488	0.01296407929
489	0.01293730816
490	0.01291435232
491	0.01288091444
492	0.01285262172
493	0.01281444733
494	0.01277979337
495	0.01274272329
496	0.01271329832
497	0.01267128922
498	0.01264497402
499	0.0126259936
500	0.01260263195
501	0.01258254869
502	0.0125469452
503	0.01249872588
504	0.01246989743
505	0.01244505858
506	0.01241040123
507	0.01236962162
508	0.01233891413
509	0.01232163089
510	0.01229221516
511	0.01226702833
512	0.01224574378
513	0.01220320869
514	0.01218545465
515	0.0121578711
516	0.01213737557
517	0.01210272742
518	0.01207654729
519	0.01205370172
520	0.01202297788
521	0.01200008334
522	0.01198041663
523	0.01195015793
524	0.01192093821
525	0.01189618065
526	0.01186642637
527	0.01184302985
528	0.01181236023
529	0.01179203207
530	0.01176746399
531	0.01174450757
532	0.01172425215
533	0.01170750007
534	0.0116813299
535	0.01166045159
536	0.0116445577
537	0.01162112744
538	0.01159503028
539	0.01157654658
540	0.01155753525
541	0.01153885702
542	0.01151333375
543	0.01149176016
544	0.01146231009
545	0.01143627201
546	0.01140493038
547	0.01137808214
548	0.01134908278
549	0.01132198251
550	0.01130170178
551	0.01127632831
552	0.01124958426
553	0.0112224274
554	0.01120430425
555	0.01118060671
556	0.01114192218
557	0.01112621958
558	0.01110849637
559	0.01108630276
560	0.01106611652
561	0.01102598478
562	0.0110007847
563	0.01096127523
564	0.0109398054
565	0.01092223382
566	0.01090140827
567	0.0108764059
568	0.01085092216
569	0.01082844848
570	0.01079790057
571	0.01078184162
572	0.01075775674
573	0.01074039332
574	0.0107223952
575	0.0107032211
576	0.01068189687
577	0.01066356442
578	0.01064472583
579	0.01061866261
580	0.01059522982
581	0.01057733326
582	0.01055766103
583	0.01053764927
584	0.01052113085
585	0.01050024966
586	0.01048255312
587	0.01046639447
588	0.01044315474
589	0.01042362352
590	0.01040047003
591	0.01037274967
592	0.01035276036
593	0.01033471258
594	0.01031497957
595	0.0103008279
596	0.01028298262
597	0.01026653625
598	0.0102520047
599	0.01023181288
600	0.01020126371
601	0.01017581973
602	0.01016269789
603	0.01014569237
604	0.01013128363
605	0.01011349489
606	0.01009391658
607	0.01007610966
608	0.01005714752
609	0.01003526152
610	0.01001508345
611	0.009987795954
612	0.009971612138
613	0.009952489375
614	0.009931585513
615	0.00991782595
616	0.009900431953
617	0.009882526157
618	0.009869703946
619	0.009860222293
620	0.009846305925
621	0.009835446127
622	0.00981886627
623	0.009807937922
624	0.009791508902
625	0.009777230392
626	0.00976225035
627	0.009739660237
628	0.009725995086
629	0.009704134672
630	0.009685417035
631	0.009667503668
632	0.009648703495
633	0.009630241096
634	0.009610415276
635	0.009583254661
636	0.00957068616
637	0.009553289598
638	0.009541020856
639	0.009510815077
640	0.009487311481
641	0.009474343112
642	0.009456903652
643	0.009443327812
644	0.009427366847
645	0.00941620629
646	0.00939795157
647	0.009384513043
648	0.00936673621
649	0.009354436129
650	0.009337243151
651	0.009316688472
652	0.009303373373
653	0.00928705774
654	0.009270455863
655	0.009257342589
656	0.009242634612
657	0.009226668484
658	0.009204626985
659	0.009178027357
660	0.009166873826
661	0.009154899713
662	0.009141108807
663	0.009128072722
664	0.009114765329
665	0.009094389597
666	0.009076407079
667	0.009062889856
668	0.009048870196
669	0.00903589826
670	0.009023138554
671	0.009004938412
672	0.008992622918
673	0.008973145137
674	0.008958501867
675	0.00893267416
676	0.008916014121
677	0.008905727149
678	0.00888735261
679	0.008867967194
680	0.008847038475
681	0.008832419395
682	0.008818069625
683	0.008803985004
684	0.008788040986
685	0.008776475707
686	0.008761902634
687	0.0087489678
688	0.008735324132
689	0.008721631631
690	0.008706130094
691	0.008692751792
692	0.008675626408
693	0.00866282638
694	0.008644535169
695	0.008629917796
696	0.008619666237
697	0.008595048362
698	0.008580449882
699	0.008568097534
700	0.008552765697
701	0.008533301494
702	0.008514812055
703	0.008501230067
704	0.008477965581
705	0.008466262952
706	0.008455551102
707	0.008444445165
708	0.008431714032
709	0.008416120464
710	0.008402171137
711	0.008391432237
712	0.008376011171
713	0.008364355326
714	0.008346149052
715	0.008326526233
716	0.008308539958
717	0.008298423097
718	0.008287150172
719	0.008273746733
720	0.008258928271
721	0.008247680194
722	0.008235445262
723	0.008226227027
724	0.008210132323
725	0.00819419699
726	0.008183010759
727	0.008167908149
728	0.008154940652
729	0.008139217371
730	0.008128614627
731	0.008115123917
732	0.008100697926
733	0.008086296609
734	0.008068455531
735	0.00805386614
736	0.008046259556
737	0.008029567499
738	0.008019855467
739	0.008010828162
740	0.007992780649
741	0.007983866097
742	0.007972743264
743	0.007957867937
744	0.007945021284
745	0.007933209732
746	0.007921192084
747	0.00790452688
748	0.007889922374
749	0.007875442008
750	0.007854830694
751	0.007842987186
752	0.007830823845
753	0.007821163187
754	0.007808332252
755	0.007795282618
756	0.00778529606
757	0.007775440729
758	0.007764697493
759	0.007752869101
760	0.007744515918
761	0.007734658019
762	0.007724802234
763	0.007709767321
764	0.007697784876
765	0.007685684562
766	0.007674597094
767	0.007662266468
768	0.007653027171
769	0.007645568642
770	0.007637470713
771	0.007625758784
772	0.007608808858
773	0.007597429952
774	0.007584681096
775	0.00757195294
776	0.007564444958
777	0.007552766885
778	0.007542619859
779	0.007534186697
780	0.007525151642
781	0.007514152976
782	0.007504250162
783	0.007495524026
784	0.007484767983
785	0.007475928555
786	0.007463591567
787	0.007454062734
788	0.007441917896
789	0.00743113769
790	0.00742252073
791	0.007407184762
792	0.007395530458
793	0.007388012782
794	0.007377985882
795	0.007365172269
796	0.007355651956
797	0.007347313711
798	0.007337371807
799	0.007328505803
800	0.007317939099
801	0.00730758113
802	0.007297094819
803	0.007289223307
804	0.007281257436
805	0.0072668847
806	0.007255044256
807	0.007244066008
808	0.007235617903
809	0.007224968934
810	0.00721667064
811	0.007207783018
812	0.007193002011
813	0.007185169995
814	0.007175616736
815	0.007165249056
816	0.007155127954
817	0.007144194699
818	0.007135664917
819	0.00712842399
820	0.00711481532
821	0.007105116005
822	0.00709424461
823	0.007084998606
824	0.007073096939
825	0.007065466372
826	0.007056969551
827	0.007046124065
828	0.007039418141
829	0.007031537062
830	0.007023396653
831	0.007012728781
832	0.007002345586
833	0.00699308269
834	0.006986026761
835	0.006975031905
836	0.006966234017
837	0.006955024387
838	0.006946167141
839	0.006938046318
840	0.006930031869
841	0.006920922286
842	0.006914365677
843	0.00690751879
844	0.006895917511
845	0.006885367986
846	0.00687714196
847	0.006867555229
848	0.006859729004
849	0.006848411089
850	0.006836175544
851	0.006828411765
852	0.006821469847
853	0.006810536326
854	0.00680423379
855	0.006797950112
856	0.006786949898
857	0.006779926487
858	0.006770821728
859	0.006762955576
860	0.006755191354
861	0.006749156694
862	0.006734340286
863	0.006726940866
864	0.006717017348
865	0.006705810422
866	0.006697000805
867	0.00668781026
868	0.006679315796
869	0.006673052255
870	0.006665909258
871	0.006657220411
872	0.006650569292
873	0.006644079821
874	0.006636123436
875	0.006628536179
876	0.006621083016
877	0.006611258822
878	0.006602909491
879	0.006592736302
880	0.00658532789
881	0.006575137551
882	0.006563735335
883	0.006558122724
884	0.006550795985
885	0.006537221599
886	0.006524734337
887	0.006517947597
888	0.006510794144
889	0.006502454606
890	0.006493342732
891	0.006484523347
892	0.006474483987
893	0.006465954924
894	0.006459801768
895	0.006452162857
896	0.006442653087
897	0.006435129487
898	0.006425634901
899	0.006416897151
900	0.006408757218
901	0.006400481839
902	0.006392958045
903	0.006387998741
904	0.006381891154
905	0.006371893659
906	0.006365287325
907	0.006357312961
908	0.006352186263
909	0.006342790907
910	0.006333466122
911	0.006327425208
912	0.006320850139
913	0.006313941915
914	0.00630221698
915	0.006295141687
916	0.006287144687
917	0.006276181102
918	0.006271093954
919	0.006263493059
920	0.006256886501
921	0.006247752017
922	0.006240596274
923	0.006235460164
924	0.006227228249
925	0.006218936794
926	0.006207453856
927	0.006200543867
928	0.006194620673
929	0.00618853976
930	0.006180228443
931	0.006172101051
932	0.006165164219
933	0.006154438951
934	0.006145184208
935	0.006139690902
936	0.006132583015
937	0.006126266243
938	0.006117298644
939	0.006109849721
940	0.006103359498
941	0.006097681423
942	0.00609200994
943	0.006086621512
944	0.006079683727
945	0.006070315705
946	0.006061417772
947	0.006055860897
948	0.006050581769
949	0.006039606153
950	0.006034613787
951	0.006024714433
952	0.00601910804
953	0.006015022655
954	0.006002835461
955	0.005996286066
956	0.005990051498
957	0.005982269616
958	0.005972826599
959	0.005965557611
960	0.005959391581
961	0.005954197505
962	0.005946091354
963	0.005939023414
964	0.00593326914
965	0.00592641984
966	0.005918564271
967	0.005913024111
968	0.005904319396
969	0.00589263469
970	0.005887819409
971	0.005882216121
972	0.005878035302
973	0.005870402208
974	0.005865427357
975	0.005861402209
976	0.005856812831
977	0.005849031935
978	0.005844349374
979	0.005838003923
980	0.005833449323
981	0.005829007692
982	0.005822523385
983	0.00581622391
984	0.005810599177
985	0.005803573394
986	0.005794513552
987	0.005788665766
988	0.005783890291
989	0.005776491224
990	0.005771748
991	0.005766869094
992	0.005762167202
993	0.005752687167
994	0.005744655843
995	0.005738096679
996	0.005730285144
997	0.005724659182
998	0.00571608842
999	0.005710826493
